ID,is_HF,is_linear,is_alien,is_water,is_wet,is_road,is_road_veg,is_closed,is_forest,is_harvest,UseInAnalysisFine,UseInAnalysisFineAge,UseInAnalysisCoarse,Sector61,LCC4,MatureOld,forest_stand,VEGHFAGE_FINE,VEGHFAGE,AGE,VEGHF,VEGHF_FINE,ETA_UseInAnalysis,ETA_UseInAnalysis_Sector,StepBack,PolyReclass,UseAvail,UseInPIX,CoefTabs,CoefTabsBDQT
TreedSwamp6,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,Swamp,Swamp,Swamp,Native,Wet,FALSE,TreedSwamp,TreedSwamp6,TreedSwamp,6,TreedSwamp,TreedSwamp,TreeShrubSwamp,NATIVE,Swamp,Swamp,Wetland,Swamp,TreeShrubSwamp,TreeShrubSwamp
TreedSwamp7,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,Swamp,Swamp,Swamp,Native,Wet,FALSE,TreedSwamp,TreedSwamp7,TreedSwamp,7,TreedSwamp,TreedSwamp,TreeShrubSwamp,NATIVE,Swamp,Swamp,Wetland,Swamp,TreeShrubSwamp,TreeShrubSwamp
TreedSwamp8,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,Swamp,Swamp,Swamp,Native,Wet,FALSE,TreedSwamp,TreedSwamp8,TreedSwamp,8,TreedSwamp,TreedSwamp,TreeShrubSwamp,NATIVE,Swamp,Swamp,Wetland,Swamp,TreeShrubSwamp,TreeShrubSwamp
TreedSwamp9,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,Swamp,Swamp,Swamp,Native,Wet,FALSE,TreedSwamp,TreedSwamp9,TreedSwamp,9,TreedSwamp,TreedSwamp,TreeShrubSwamp,NATIVE,Swamp,Swamp,Wetland,Swamp,TreeShrubSwamp,TreeShrubSwamp
GrassHerb,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,GrassHerb,GrassHerb,GrassHerb,Native,Open,FALSE,,GrassHerb,GrassHerb,,GrassHerb,GrassHerb,Grass,NATIVE,GrassHerb,GrassHerb,Open,Grass,Grass,Grass
Shrub,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Shrub,Shrub,Shrub,Native,Open,FALSE,,Shrub,Shrub,,Shrub,Shrub,Shrub,NATIVE,Shrub,Shrub,Open,Shrub,Shrub,Shrub
GraminoidFen,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,GraminoidFen,GraminoidFen,GraminoidFen,Native,Wet,FALSE,,GraminoidFen,GraminoidFen,,GraminoidFen,GraminoidFen,NonTreeFenMarsh,NATIVE,WetGrassHerb,WetGrass,Wetland,GrFen,NonTreeFenMarsh,NonTreeFenMarsh
Marsh,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Marsh,Marsh,Marsh,Native,Wet,FALSE,,Marsh,Marsh,,Marsh,Marsh,NonTreeFenMarsh,NATIVE,WetGrassHerb,WetGrass,Wetland,Marsh,NonTreeFenMarsh,NonTreeFenMarsh
ShrubbyBog,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,BSpr,BSprR,ConLo,Native,Wet,FALSE,,ShrubbyBog,ShrubbyBog,R,ShrubbyBog,ShrubbyBog,BlackSpruceR,NATIVE,WetShrub,WetShrub,BlackSpruce,BSpr,BlackSpruce_0-10,BlackSpruce_0-10
ShrubbyFen,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Larch,LarchR,ConLo,Native,Wet,FALSE,,ShrubbyFen,ShrubbyFen,R,ShrubbyFen,ShrubbyFen,NonTreeFenMarsh,NATIVE,WetShrub,WetShrub,TreedFen,TrFen,TreedFen,TreedFen
ShrubbySwamp,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Swamp,Swamp,Swamp,Native,Wet,FALSE,,ShrubbySwamp,ShrubbySwamp,,ShrubbySwamp,ShrubbySwamp,TreeShrubSwamp,NATIVE,WetShrub,WetShrub,Wetland,Swamp,TreeShrubSwamp,TreeShrubSwamp
Bare,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Bare,Bare,Bare,Native,Open,FALSE,,Bare,Bare,,Bare,Bare,Bare,NATIVE,NonVeg,NonVeg,Bare,Bare,Bare,Bare
SnowIce,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,SnowIce,SnowIce,SnowIce,Native,Open,FALSE,,SnowIce,SnowIce,,SnowIce,SnowIce,SnowIce,NATIVE,NonVeg,NonVeg,SnowIce,SnowIce,Bare,SnowIce
Water,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Water,Water,Water,Native,Wet,FALSE,,Water,Water,,Water,Water,Water,NATIVE,Water,Water,Water,Water,Water,Water
UrbanIndustrial,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Urban,Urban,Urban,RuralUrban,Open,FALSE,,UrbanIndustrial,Urban,,Urban,UrbanIndustrial,UrbInd,RuralUrban,Urban,UrbInd,UrbInd,UrbInd,UrbInd,UrbInd
UrbanResidence,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Urban,Urban,Urban,RuralUrban,Open,FALSE,,UrbanResidence,Urban,,Urban,UrbanResidence,UrbInd,RuralUrban,Urban,UrbInd,UrbInd,UrbInd,UrbInd,UrbInd
RuralResidentialIndustrial,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rural,Rural,Rural,RuralUrban,Open,FALSE,,RuralResidentialIndustrial,RuralResidentialIndustrial,,RuralResidentialIndustrial,RuralResidentialIndustrial,UrbInd,RuralUrban,RuralResidentialIndustrial,UrbInd,UrbInd,UrbInd,UrbInd,UrbInd
IndustrialSiteRural,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Industrial,Industrial,Industrial,RuralUrban,Open,FALSE,,IndustrialSiteRural,IndustrialSiteRural,,IndustrialSiteRural,IndustrialSiteRural,UrbInd,RuralUrban,IndustrialSiteRural,UrbInd,UrbInd,UrbInd,UrbInd,UrbInd
WindGenerationFacility,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Industrial,Industrial,Industrial,Energy,Open,FALSE,,WindGenerationFacility,WindGenerationFacility,,WindGenerationFacility,WindGenerationFacility,UrbInd,Energy,WindGenerationFacility,UrbInd,UrbInd,UrbInd,UrbInd,UrbInd
OtherDisturbedVegetation,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rural,Rural,Rural,Misc,Open,FALSE,,OtherDisturbedVegetation,OtherDisturbedVegetation,,OtherDisturbedVegetation,OtherDisturbedVegetation,UrbInd,Misc,OtherDisturbedVegetation,UrbInd,UrbInd,UrbInd,UrbInd,UrbInd
MineSite,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Mine,Mine,Mine,Energy,Open,FALSE,,MineSite,MineSite,,MineSite,MineSite,UrbInd,Energy,MineSite,Zero,UrbInd,UrbInd,UrbInd,UrbInd
PeatMine,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Mine,Mine,Mine,Misc,Open,FALSE,,PeatMine,PeatMine,,PeatMine,PeatMine,UrbInd,Misc,PeatMine,Zero,UrbInd,UrbInd,UrbInd,UrbInd
WellSite,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Well,Well,Well,Energy,Open,FALSE,,WellSite,WellSite,,WellSite,WellSite,UrbInd,Energy,WellSite,UrbInd,UrbInd,UrbInd,UrbInd,UrbInd
Pipeline,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,EnSoftLin,EnSoftLin,EnSoftLin,Energy,Open,FALSE,,Pipeline,Pipeline,,Pipeline,Pipeline,SoftLin,Energy,Pipeline,SoftLin,SoftLin,SoftLin,SoftLin,SoftLin
TransmissionLine,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,EnSoftLin,EnSoftLin,EnSoftLin,Energy,Open,FALSE,,TransmissionLine,TransmissionLine,,TransmissionLine,TransmissionLine,SoftLin,Energy,TransmissionLine,SoftLin,SoftLin,SoftLin,SoftLin,SoftLin
SeismicLineNarrow,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Seismic,Seismic,Seismic,Energy,Open,FALSE,,SeismicLineNarrow,SeismicLine,,SeismicLine,SeismicLineNarrow,SoftLin,Energy,SeismicLine,SoftLin,Seismic,SoftLin,SoftLin,SoftLin
SeismicLineWide,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Seismic,Seismic,Seismic,Energy,Open,FALSE,,SeismicLineWide,SeismicLine,,SeismicLine,SeismicLineWide,SoftLin,Energy,SeismicLine,SoftLin,Seismic,SoftLin,SoftLin,SoftLin
RoadHardSurface,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,HardLin,HardLin,HardLin,Transportation,Open,FALSE,,RoadHardSurface,RoadHardSurface,,RoadHardSurface,RoadHardSurface,HardLin,Transportation,RoadHardSurface,Zero,HardLin,Roads,HardLin,HardLin
RailHardSurface,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,HardLin,HardLin,HardLin,Transportation,Open,FALSE,,RailHardSurface,RailHardSurface,,RailHardSurface,RailHardSurface,HardLin,Transportation,RailHardSurface,Zero,HardLin,Roads,HardLin,HardLin
RoadTrailVegetated,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TrSoftLin,TrSoftLin,TrSoftLin,Transportation,Open,FALSE,,RoadTrailVegetated,RoadTrailVegetated,,RoadTrailVegetated,RoadTrailVegetated,SoftLin,Transportation,RoadTrailVegetated,SoftLin,SoftLin,Roads,HardLin,SoftLin
RoadVegetatedVerge,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TrSoftLin,TrSoftLin,TrSoftLin,Transportation,Open,FALSE,,RoadVegetatedVerge,RoadVegetatedVerge,,RoadVegetatedVerge,RoadVegetatedVerge,SoftLin,Transportation,RoadVegetatedVerge,SoftLin,SoftLin,Roads,HardLin,SoftLin
RailVegetatedVerge,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TrSoftLin,TrSoftLin,TrSoftLin,Transportation,Open,FALSE,,RailVegetatedVerge,RailVegetatedVerge,,RailVegetatedVerge,RailVegetatedVerge,SoftLin,Transportation,RailVegetatedVerge,SoftLin,SoftLin,Roads,HardLin,SoftLin
CultivationCrop,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Crop,Crop,Crop,Agriculture,Open,FALSE,,CultivationCrop,CultivationCropPastureBareground,,CultivationCropPastureBareground,CultivationCrop,Cult,Agriculture,CultivationCropPastureBareground,Cult,Crop,Agr,Crop,Crop
CultivationAbandoned,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,RoughP,RoughP,RoughP,Agriculture,Open,FALSE,,CultivationAbandoned,CultivationCropPastureBareground,,CultivationCropPastureBareground,CultivationAbandoned,Cult,Agriculture,CultivationCropPastureBareground,Cult,RoughP,Agr,RoughP,RoughP
CultivationRoughPasture,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,RoughP,RoughP,RoughP,Agriculture,Open,FALSE,,CultivationRoughPasture,CultivationCropPastureBareground,,CultivationCropPastureBareground,CultivationRoughPasture,Cult,Agriculture,CultivationCropPastureBareground,Cult,RoughP,Agr,RoughP,RoughP
CultivationTamePasture,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TameP,TameP,TameP,Agriculture,Open,FALSE,,CultivationTamePasture,CultivationCropPastureBareground,,CultivationCropPastureBareground,CultivationTamePasture,Cult,Agriculture,CultivationCropPastureBareground,Cult,TameP,Agr,TameP,TameP
HighDensityLivestockOperation,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TameP,TameP,TameP,Agriculture,Open,FALSE,,HighDensityLivestockOperation,HighDensityLivestockOperation,,HighDensityLivestockOperation,HighDensityLivestockOperation,Cult,Agriculture,HighDensityLivestockOperation,Cult,TameP,Agr,TameP,TameP
BorrowpitsDugoutsSumps,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,HWater,HWater,HWater,Misc,Wet,FALSE,,BorrowpitsDugoutsSumps,BorrowpitsDugoutsSumps,,BorrowpitsDugoutsSumps,BorrowpitsDugoutsSumps,HWater,Misc,BorrowpitsDugoutsSumps,Water,Water,HWater,Water,Water
MunicipalWaterSewage,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,HWater,HWater,HWater,Misc,Wet,FALSE,,MunicipalWaterSewage,MunicipalWaterSewage,,MunicipalWaterSewage,MunicipalWaterSewage,HWater,Misc,MunicipalWaterSewage,Water,Water,HWater,Water,Water
Reservoirs,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,HWater,HWater,HWater,Misc,Wet,FALSE,,Reservoirs,Reservoirs,,Reservoirs,Reservoirs,HWater,Misc,Reservoirs,Water,Water,HWater,Water,Water
Canals,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,HWater,HWater,HWater,Misc,Wet,FALSE,,Canals,Canals,,Canals,Canals,HWater,Misc,Canals,Water,Water,HWater,Water,Water
CCDecidR,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Decid,CCDecidR,DecMix,Forestry,Open,FALSE,Decid,CCDecidR,CCDecidR,R,CCDecid,CCDecid,CCDeciduousR,Forestry,CCDecidR,DeciduousCC0,HFor,Decid,CCDeciduous_0-10,CCDeciduous_0-10
CCDecid1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,Decid,CCDecid1,DecMix,Forestry,DecidMixed,FALSE,Decid,CCDecid1,CCDecid1,1,CCDecid,CCDecid,CCDeciduous1,Forestry,CCDecid1,DeciduousCC10,HFor,Decid,CCDeciduous_10-20,CCDeciduous_10-20
CCDecid2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,Decid,CCDecid2,DecMix,Forestry,DecidMixed,FALSE,Decid,CCDecid2,CCDecid2,2,CCDecid,CCDecid,CCDeciduous2,Forestry,CCDecid2,DeciduousCC20,HFor,Decid,CCDeciduous_20-40,CCDeciduous_20-40
CCDecid3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,Decid,CCDecid3,DecMix,Forestry,DecidMixed,FALSE,Decid,CCDecid3,CCDecid3,3,CCDecid,CCDecid,CCDeciduous3,Forestry,CCDecid3,DeciduousCC40,HFor,Decid,CCDeciduous_40-60,CCDeciduous_40-60
CCDecid4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,Decid,CCDecid4,DecMix,Forestry,DecidMixed,FALSE,Decid,CCDecid4,CCDecid4,4,CCDecid,CCDecid,CCDeciduous4,Forestry,CCDecid4,DeciduousCC60,HFor,DecidO,CCDeciduous_60-80,CCDeciduous_60-80
CCMixedwoodR,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Mixedwood,CCMixedwoodR,DecMix,Forestry,Open,FALSE,Mixedwood,CCMixedwoodR,CCMixedwoodR,R,CCMixedwood,CCMixedwood,CCDeciduousR,Forestry,CCMixwoodR,DeciduousCC0,HFor,Mixed,CCMixedwood_0-10,CCMixedwood_0-10
CCMixedwood1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,Mixedwood,CCMixedwood1,DecMix,Forestry,DecidMixed,FALSE,Mixedwood,CCMixedwood1,CCMixedwood1,1,CCMixedwood,CCMixedwood,CCDeciduous1,Forestry,CCMixwood1,DeciduousCC10,HFor,Mixed,CCMixedwood_10-20,CCMixedwood_10-20
CCMixedwood2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,Mixedwood,CCMixedwood2,DecMix,Forestry,DecidMixed,FALSE,Mixedwood,CCMixedwood2,CCMixedwood2,2,CCMixedwood,CCMixedwood,CCDeciduous2,Forestry,CCMixwood2,DeciduousCC20,HFor,Mixed,CCMixedwood_20-40,CCMixedwood_20-40
CCMixedwood3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,Mixedwood,CCMixedwood3,DecMix,Forestry,DecidMixed,FALSE,Mixedwood,CCMixedwood3,CCMixedwood3,3,CCMixedwood,CCMixedwood,CCDeciduous3,Forestry,CCMixwood3,DeciduousCC40,HFor,Mixed,CCMixedwood_40-60,CCMixedwood_40-60
CCMixedwood4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,Mixedwood,CCMixedwood4,DecMix,Forestry,DecidMixed,FALSE,Mixedwood,CCMixedwood4,CCMixedwood4,4,CCMixedwood,CCMixedwood,CCDeciduous4,Forestry,CCMixwood4,DeciduousCC60,HFor,MixedO,CCMixedwood_60-80,CCMixedwood_60-80
CCPineR,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Pine,CCPineR,ConUp,Forestry,Open,FALSE,Pine,CCPineR,CCPineR,R,CCPine,CCPine,CCPineR,Forestry,CCPineR,PineCC0,HFor,Pine,CCPine_0-10,CCPine_0-10
CCPine1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,Pine,CCPine1,ConUp,Forestry,Conif,FALSE,Pine,CCPine1,CCPine1,1,CCPine,CCPine,CCPine1,Forestry,CCPine1,PineCC10,HFor,Pine,CCPine_10-20,CCPine_10-20
CCPine2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,Pine,CCPine2,ConUp,Forestry,Conif,FALSE,Pine,CCPine2,CCPine2,2,CCPine,CCPine,CCPine2,Forestry,CCPine2,PineCC20,HFor,Pine,CCPine_20-40,CCPine_20-40
CCPine3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,Pine,CCPine3,ConUp,Forestry,Conif,FALSE,Pine,CCPine3,CCPine3,3,CCPine,CCPine,CCPine3,Forestry,CCPine3,PineCC40,HFor,Pine,CCPine_40-60,CCPine_40-60
CCPine4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,Pine,CCPine4,ConUp,Forestry,Conif,FALSE,Pine,CCPine4,CCPine4,4,CCPine,CCPine,CCPine4,Forestry,CCPine4,PineCC60,HFor,Pine,CCPine_60-80,CCPine_60-80
CCSpruceR,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Spruce,CCSpruceR,ConUp,Forestry,Open,FALSE,Spruce,CCSpruceR,CCSpruceR,R,CCSpruce,CCSpruce,CCWhiteSpruceR,Forestry,CCConifR,WhiteSpruceCC0,HFor,WSpr,CCWhiteSpruce_0-10,CCWhiteSpruce_0-10
CCSpruce1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,Spruce,CCSpruce1,ConUp,Forestry,Conif,FALSE,Spruce,CCSpruce1,CCSpruce1,1,CCSpruce,CCSpruce,CCWhiteSpruce1,Forestry,CCConif1,WhiteSpruceCC10,HFor,WSpr,CCWhiteSpruce_10-20,CCWhiteSpruce_10-20
CCSpruce2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,Spruce,CCSpruce2,ConUp,Forestry,Conif,FALSE,Spruce,CCSpruce2,CCSpruce2,2,CCSpruce,CCSpruce,CCWhiteSpruce2,Forestry,CCConif2,WhiteSpruceCC20,HFor,WSpr,CCWhiteSpruce_20-40,CCWhiteSpruce_20-40
CCSpruce3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,Spruce,CCSpruce3,ConUp,Forestry,Conif,FALSE,Spruce,CCSpruce3,CCSpruce3,3,CCSpruce,CCSpruce,CCWhiteSpruce3,Forestry,CCConif3,WhiteSpruceCC40,HFor,WSpr,CCWhiteSpruce_40-60,CCWhiteSpruce_40-60
CCSpruce4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,Spruce,CCSpruce4,ConUp,Forestry,Conif,FALSE,Spruce,CCSpruce4,CCSpruce4,4,CCSpruce,CCSpruce,CCWhiteSpruce4,Forestry,CCConif4,WhiteSpruceCC60,HFor,WSpr,CCWhiteSpruce_60-80,CCWhiteSpruce_60-80
Decid0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,Decid,Decid0,DecMix,Native,DecidMixed,FALSE,Decid,,,,,,,,,,Deciduous,Decid,,
Spruce0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,Spruce,Spruce0,ConUp,Native,Conif,FALSE,Spruce,,,,,,,,,,WhiteSpruce,WSpr,,
Pine0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,Pine,Pine0,ConUp,Native,Conif,FALSE,Pine,,,,,,,,,,Pine,Pine,,
Mixedwood0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,Mixedwood,Mixedwood0,DecMix,Native,DecidMixed,FALSE,Mixedwood,,,,,,,,,,Mixedwood,Mixed,,
TreedSwamp0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,Swamp,TreedSwamp0,Swamp,Native,Wet,FALSE,TreedSwamp,,,,,,,,,,Wetland,Swamp,,
TreedBog0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,BSpr,TreedBog0,ConLo,Native,Wet,FALSE,TreedBog,,,,,,,,,,BlackSpruce,BSpr,,
TreedFen0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,Larch,TreedFen0,ConLo,Native,Wet,FALSE,TreedFen,,,,,,,,,,TreedFen,TrFen,,
